1;1;4.889963425709016;[0.427367543321799];0.5414948001273499;0.8683512992817648
2;2;3.423045538691815;[0.7334213036524428, -0.11243905592963337];0.5900109856225376;0.7217865487676913
3;1;3.8803475479965304;[0.5435055972098138];0.5088571394992764;0.7805477904919569
4;2;2.207441017313076;[0.30940792929333677, 0.416435552007697];0.5978109886242593;0.7783620220572625
5;1;0.6491350167932666;[0.9440374875711168];0.8259301583485072;0.7703789751014395
6;1;4.1354387437534195;[0.5526711840533807];0.6711566211511136;0.8112399133228471
7;1;2.8490409256525764;[0.6857403016466518];0.6316223315210739;0.7145433016252555
8;1;3.545727263168617;[0.6017843791329168];0.6762810347003394;0.8583614879370226
9;1;4.555046378584483;[0.5124358895463156];0.6223778625110109;0.790988022014841
10;1;5.2980275943478645;[0.4275051107567975];0.5805454723345606;0.8298588874363021
11;1;3.50471985216482;[0.5842239360333011];0.5684717059998762;0.8237815063832974
12;1;2.073044824161596;[0.7390285772175635];0.5915275163466422;0.757014341739495
