4905.63;2741.27;3889.74;2906.61;9737.34;4582.36;7840.34;3721.57;9954.86;6256.81;4270.45;1958.84;5812.62;1191.06;8487.39;6313.31;4748.25;2643.13;5429.97;6183.33;3458.99;4821.5;9353.28;3348.15;7652.84;4254.09;4287.7;5414.3;2215.12;4764.95;4458.33;4798.6;3228.81;3112.96;10019.31;7255.71;3902.47;9041.7;4818.14;20339.02;4237.83;10099.64;7613.84;5764.98;11864.68;9853.51;4343.57;3167.67;7237.08;12872.35;4124.29;9801.36;6371.27;3370.05;2089.01;9531.29;4013.94;9392.29;16271.68;3365.11;5628.53;5495.34;4227.18;23849.56;11940.58;9572.06;14947.85;5240.77;4986.01;12391.44;
7596.87;3305.3;8592.89;2243.54;3607.14;4208.33;12965.38;4460.79;6994.78;11413.73;9626.23;3280.36;3183.09;2739.74;19658.94;8710.72;7783.83;1489.51;5071.04;11800.58;3244.89;6467.58;6201.19;4486.73;7920.59;7714.57;3116.73;7341.71;4117.0;4511.98;5228.71;11126.33;4416.24;3914.75;20010.67;8689.98;3038.66;9701.47;4193.99;10970.24;11188.57;9863.41;8544.27;5549.06;6919.59;11550.41;3072.28;2077.58;5319.47;10950.27;5899.9;10590.08;5923.66;8536.2;4534.15;9064.68;5212.8;14114.68;10062.84;3506.74;6973.22;8926.43;13081.07;12410.23;16289.61;21659.93;23332.84;8070.35;6593.43;19967.78;
8531.67;2982.78;5408.01;3765.85;2976.5;7555.76;4249.08;8754.54;3969.89;6789.12;7586.95;2450.05;6301.9;3274.73;13138.68;6248.88;6646.02;3404.32;7908.38;10979.68;2121.08;3794.72;7498.76;4295.17;3165.52;4330.44;8391.07;4366.71;3486.63;15394.58;6225.51;10250.18;3381.24;3855.18;12556.04;10241.0;2211.41;7099.04;4067.02;11181.62;8389.38;6443.91;9291.49;5032.68;7600.45;8418.98;3678.04;2936.48;9208.4;4070.8;4256.74;17422.63;5565.09;5761.83;4323.02;3218.48;4013.8;7248.39;6406.7;2461.83;7831.38;8216.18;7380.65;7016.91;12489.31;8596.68;18151.01;5537.93;7791.45;10520.19;
22061.7;1788.6;7489.35;2145.02;2062.52;6293.03;6231.25;5662.84;7730.53;7464.21;10104.82;1590.21;2856.93;1610.37;5602.56;3300.6;6933.87;5946.74;3703.94;3626.05;1837.79;3635.5;6343.32;9587.41;11275.7;4397.68;3612.82;7435.13;3681.06;9023.81;3199.17;6153.79;5813.19;3299.02;5033.97;4677.92;2792.61;11954.42;2991.31;12103.22;7042.14;4945.58;4359.39;3285.95;5592.38;7463.16;1706.15;3717.8;4326.55;3990.03;2255.14;11016.18;6211.62;10001.3;7865.89;8773.51;4952.06;7344.72;12108.85;2817.67;6851.47;5664.24;6625.1;4065.12;10782.26;2834.03;29873.62;8426.25;4224.28;8689.94;
16345.18;2254.98;6441.44;1392.47;5762.44;3756.55;13496.43;10844.57;7979.06;16616.23;10625.02;3058.56;1465.67;1242.23;5433.03;4231.37;11427.35;4380.15;4882.85;2013.02;1002.61;3011.71;17102.57;13738.81;11803.1;4189.51;2397.03;7732.11;3179.56;6424.2;4363.65;3072.79;6543.82;12938.44;3315.03;2590.14;2343.56;6592.42;6831.67;14431.83;2907.6;11901.97;4027.85;2712.35;7290.97;3191.0;1355.44;15381.72;6026.16;3524.67;2243.29;31527.44;10894.2;7235.6;6675.15;27398.7;18320.23;12123.33;12608.99;2318.21;23909.87;12150.15;11271.33;2374.97;2950.95;3137.87;21023.68;4369.19;4722.65;11489.29;
13510.24;2454.48;4817.96;4691.32;24231.46;2890.71;17790.4;7940.98;5307.35;12148.17;8509.03;10863.66;2711.14;1916.25;9284.92;8191.67;6400.69;8128.76;4337.65;2009.77;7251.92;5148.27;19444.4;18871.17;6853.97;6333.99;7462.08;7236.83;5654.89;8064.61;3895.62;2290.07;5269.76;5322.49;8159.49;4817.57;1963.91;13969.06;13147.25;17410.63;12803.4;13879.26;9499.54;5518.02;13919.95;5770.85;1729.04;5553.29;4069.19;3809.5;11055.62;26277.88;18490.05;4184.0;7736.73;15836.01;13691.15;3442.63;30482.67;9934.3;27715.71;10999.52;15372.69;5002.43;7684.65;9684.87;8163.16;9672.92;5278.67;10682.42;
9587.54;2643.32;3820.98;9195.42;9182.69;4532.13;19485.03;7082.37;5964.76;8136.99;7938.0;7578.81;2529.83;6186.15;16053.96;6341.46;7592.83;4811.28;3979.12;2654.63;8552.61;4137.65;20061.53;23478.15;5712.73;18170.8;3814.83;4932.23;3623.92;6070.46;4410.7;2136.97;6175.83;13438.02;9283.4;5929.79;3724.36;9504.97;16038.32;15572.86;10989.09;17081.06;6981.45;4390.43;7735.7;7822.83;6490.48;7684.44;10012.37;2995.63;22160.65;66867.28;13946.18;4839.61;4383.37;12912.95;5595.31;8238.16;14042.87;7302.23;20540.68;18862.93;18681.56;11630.22;14530.86;11498.47;13404.51;19457.64;11360.61;13711.57;
6743.23;3949.77;5158.43;13241.91;14647.94;6524.4;5641.54;4163.03;7890.84;16056.13;7568.59;12590.03;1330.08;3856.45;6297.13;7925.25;16363.66;5116.65;8176.99;1297.0;3353.67;3356.03;6228.6;10375.99;9767.59;33985.38;9389.29;6322.79;12615.12;3446.52;3054.1;5698.0;10420.24;19747.57;8753.16;9371.03;1781.71;4466.2;6604.31;12027.43;22057.84;19764.5;4953.23;10664.56;16391.38;15629.63;5895.95;7946.34;17365.24;2656.17;10136.03;28393.87;27631.71;6111.79;6032.99;10233.53;2435.63;10438.58;13858.45;7419.91;16613.35;5928.91;6878.67;5765.29;10205.35;17851.06;24193.48;4693.28;6255.11;7613.49;
12961.52;5693.43;5639.16;16417.5;12224.83;7956.42;5128.03;9671.52;4602.43;9058.13;6017.7;10552.36;2446.15;3847.64;5467.07;15919.89;5317.51;7490.5;5996.91;1489.83;9871.56;12750.7;20541.06;9639.55;11324.29;32365.54;15815.89;10489.66;13520.3;20219.52;8771.88;7428.74;12356.1;20251.41;16792.62;16971.41;3796.13;6647.3;6720.14;6544.25;27800.62;22307.41;7931.84;17024.83;9894.29;6641.47;8416.26;7991.77;17107.35;6056.49;6001.9;16070.95;12261.53;6783.65;8429.48;6933.48;8183.08;28568.42;19359.56;2721.9;12394.43;11548.7;4398.61;7233.45;12856.43;7622.19;25670.98;5223.14;25457.91;9154.69;
12948.86;11292.29;6509.95;34382.48;12824.89;11637.88;4695.83;5758.04;7245.19;8875.28;7249.21;7871.68;2398.05;4207.63;9922.22;12944.02;6949.06;6129.71;18622.25;14585.13;15550.39;16937.02;24261.61;6032.17;6699.52;12944.49;12042.89;7061.43;11452.86;21005.02;10430.34;21117.78;7168.33;17677.27;15404.58;7494.87;3686.71;7373.13;9419.8;6791.57;17424.98;13806.25;3913.81;19584.5;6664.19;10778.12;4314.67;24734.56;11318.84;7083.0;18941.94;14220.12;11857.16;3957.97;8461.45;13013.24;6120.73;11606.35;23029.8;8059.85;7352.66;21443.17;10677.65;14302.51;17549.96;35155.12;24254.47;13219.44;23904.72;25171.89;
5429.92;4741.56;2721.96;8898.61;7080.66;11490.19;4601.54;13975.67;4130.68;11460.41;2854.1;4845.41;4331.7;2762.21;6196.55;5422.16;7587.71;2875.6;6905.44;10554.0;9505.06;14181.72;6376.31;3395.95;2922.31;9436.99;11158.04;3011.57;11279.7;17670.74;5492.31;18923.09;3988.42;10650.54;10601.08;5410.04;7852.41;11315.16;3711.97;2615.52;10439.55;8914.2;5713.16;9270.53;11157.92;10401.81;8184.18;18659.36;10667.98;7265.77;31641.51;11082.76;12330.79;4219.04;10394.55;5872.67;3909.84;5090.92;16576.37;7402.63;8188.74;6182.19;12497.77;5506.99;10636.22;32870.1;6888.45;5205.76;7505.02;7254.86;
7230.44;1981.64;5455.27;9803.21;4316.23;5104.42;2964.11;19844.04;6208.27;8663.84;2148.93;2727.65;3125.33;3097.72;8245.93;6991.13;2385.74;2121.37;5189.69;6104.75;4067.72;5946.74;4201.23;3534.81;2300.54;5777.94;10579.56;2376.18;5012.74;8125.86;2880.52;9106.72;3680.88;14625.32;11178.61;7268.56;5022.65;4650.65;10285.81;2233.95;9711.94;4989.54;4751.0;17412.71;10773.31;7238.14;5452.96;13334.03;15240.5;10236.14;15270.64;7043.18;8286.24;1362.57;9345.34;3599.56;2745.2;3062.55;7059.92;8921.82;5027.88;10444.86;7039.24;4047.4;8317.27;12496.92;5470.9;3903.99;5905.19;8104.75;
2741.27;3889.74;2906.61;9737.34;4582.36;7840.34;3721.57;9954.86;6256.81;4270.45;1958.84;5812.62;1191.06;8487.39;6313.31;4748.25;2643.13;5429.97;6183.33;3458.99;4821.5;9353.28;3348.15;7652.84;4254.09;4287.7;5414.3;2215.12;4764.95;4458.33;4798.6;3228.81;3112.96;10019.31;7255.71;3902.47;9041.7;4818.14;20339.02;4237.83;10099.64;7613.84;5764.98;11864.68;9853.51;4343.57;3167.67;7237.08;12872.35;4124.29;9801.36;6371.27;3370.05;2089.01;9531.29;4013.94;9392.29;16271.68;3365.11;5628.53;5495.34;4227.18;23849.56;11940.58;9572.06;14947.85;5240.77;4986.01;12391.44;6929.76;
3305.3;8592.89;2243.54;3607.14;4208.33;12965.38;4460.79;6994.78;11413.73;9626.23;3280.36;3183.09;2739.74;19658.94;8710.72;7783.83;1489.51;5071.04;11800.58;3244.89;6467.58;6201.19;4486.73;7920.59;7714.57;3116.73;7341.71;4117.0;4511.98;5228.71;11126.33;4416.24;3914.75;20010.67;8689.98;3038.66;9701.47;4193.99;10970.24;11188.57;9863.41;8544.27;5549.06;6919.59;11550.41;3072.28;2077.58;5319.47;10950.27;5899.9;10590.08;5923.66;8536.2;4534.15;9064.68;5212.8;14114.68;10062.84;3506.74;6973.22;8926.43;13081.07;12410.23;16289.61;21659.93;23332.84;8070.35;6593.43;19967.78;5660.73;
2982.78;5408.01;3765.85;2976.5;7555.76;4249.08;8754.54;3969.89;6789.12;7586.95;2450.05;6301.9;3274.73;13138.68;6248.88;6646.02;3404.32;7908.38;10979.68;2121.08;3794.72;7498.76;4295.17;3165.52;4330.44;8391.07;4366.71;3486.63;15394.58;6225.51;10250.18;3381.24;3855.18;12556.04;10241.0;2211.41;7099.04;4067.02;11181.62;8389.38;6443.91;9291.49;5032.68;7600.45;8418.98;3678.04;2936.48;9208.4;4070.8;4256.74;17422.63;5565.09;5761.83;4323.02;3218.48;4013.8;7248.39;6406.7;2461.83;7831.38;8216.18;7380.65;7016.91;12489.31;8596.68;18151.01;5537.93;7791.45;10520.19;4456.41;
1788.6;7489.35;2145.02;2062.52;6293.03;6231.25;5662.84;7730.53;7464.21;10104.82;1590.21;2856.93;1610.37;5602.56;3300.6;6933.87;5946.74;3703.94;3626.05;1837.79;3635.5;6343.32;9587.41;11275.7;4397.68;3612.82;7435.13;3681.06;9023.81;3199.17;6153.79;5813.19;3299.02;5033.97;4677.92;2792.61;11954.42;2991.31;12103.22;7042.14;4945.58;4359.39;3285.95;5592.38;7463.16;1706.15;3717.8;4326.55;3990.03;2255.14;11016.18;6211.62;10001.3;7865.89;8773.51;4952.06;7344.72;12108.85;2817.67;6851.47;5664.24;6625.1;4065.12;10782.26;2834.03;29873.62;8426.25;4224.28;8689.94;3946.53;
2254.98;6441.44;1392.47;5762.44;3756.55;13496.43;10844.57;7979.06;16616.23;10625.02;3058.56;1465.67;1242.23;5433.03;4231.37;11427.35;4380.15;4882.85;2013.02;1002.61;3011.71;17102.57;13738.81;11803.1;4189.51;2397.03;7732.11;3179.56;6424.2;4363.65;3072.79;6543.82;12938.44;3315.03;2590.14;2343.56;6592.42;6831.67;14431.83;2907.6;11901.97;4027.85;2712.35;7290.97;3191.0;1355.44;15381.72;6026.16;3524.67;2243.29;31527.44;10894.2;7235.6;6675.15;27398.7;18320.23;12123.33;12608.99;2318.21;23909.87;12150.15;11271.33;2374.97;2950.95;3137.87;21023.68;4369.19;4722.65;11489.29;8857.95;
2454.48;4817.96;4691.32;24231.46;2890.71;17790.4;7940.98;5307.35;12148.17;8509.03;10863.66;2711.14;1916.25;9284.92;8191.67;6400.69;8128.76;4337.65;2009.77;7251.92;5148.27;19444.4;18871.17;6853.97;6333.99;7462.08;7236.83;5654.89;8064.61;3895.62;2290.07;5269.76;5322.49;8159.49;4817.57;1963.91;13969.06;13147.25;17410.63;12803.4;13879.26;9499.54;5518.02;13919.95;5770.85;1729.04;5553.29;4069.19;3809.5;11055.62;26277.88;18490.05;4184.0;7736.73;15836.01;13691.15;3442.63;30482.67;9934.3;27715.71;10999.52;15372.69;5002.43;7684.65;9684.87;8163.16;9672.92;5278.67;10682.42;10862.43;
2643.32;3820.98;9195.42;9182.69;4532.13;19485.03;7082.37;5964.76;8136.99;7938.0;7578.81;2529.83;6186.15;16053.96;6341.46;7592.83;4811.28;3979.12;2654.63;8552.61;4137.65;20061.53;23478.15;5712.73;18170.8;3814.83;4932.23;3623.92;6070.46;4410.7;2136.97;6175.83;13438.02;9283.4;5929.79;3724.36;9504.97;16038.32;15572.86;10989.09;17081.06;6981.45;4390.43;7735.7;7822.83;6490.48;7684.44;10012.37;2995.63;22160.65;66867.28;13946.18;4839.61;4383.37;12912.95;5595.31;8238.16;14042.87;7302.23;20540.68;18862.93;18681.56;11630.22;14530.86;11498.47;13404.51;19457.64;11360.61;13711.57;6924.76;
3949.77;5158.43;13241.91;14647.94;6524.4;5641.54;4163.03;7890.84;16056.13;7568.59;12590.03;1330.08;3856.45;6297.13;7925.25;16363.66;5116.65;8176.99;1297.0;3353.67;3356.03;6228.6;10375.99;9767.59;33985.38;9389.29;6322.79;12615.12;3446.52;3054.1;5698.0;10420.24;19747.57;8753.16;9371.03;1781.71;4466.2;6604.31;12027.43;22057.84;19764.5;4953.23;10664.56;16391.38;15629.63;5895.95;7946.34;17365.24;2656.17;10136.03;28393.87;27631.71;6111.79;6032.99;10233.53;2435.63;10438.58;13858.45;7419.91;16613.35;5928.91;6878.67;5765.29;10205.35;17851.06;24193.48;4693.28;6255.11;7613.49;11592.91;
5693.43;5639.16;16417.5;12224.83;7956.42;5128.03;9671.52;4602.43;9058.13;6017.7;10552.36;2446.15;3847.64;5467.07;15919.89;5317.51;7490.5;5996.91;1489.83;9871.56;12750.7;20541.06;9639.55;11324.29;32365.54;15815.89;10489.66;13520.3;20219.52;8771.88;7428.74;12356.1;20251.41;16792.62;16971.41;3796.13;6647.3;6720.14;6544.25;27800.62;22307.41;7931.84;17024.83;9894.29;6641.47;8416.26;7991.77;17107.35;6056.49;6001.9;16070.95;12261.53;6783.65;8429.48;6933.48;8183.08;28568.42;19359.56;2721.9;12394.43;11548.7;4398.61;7233.45;12856.43;7622.19;25670.98;5223.14;25457.91;9154.69;14300.82;
11292.29;6509.95;34382.48;12824.89;11637.88;4695.83;5758.04;7245.19;8875.28;7249.21;7871.68;2398.05;4207.63;9922.22;12944.02;6949.06;6129.71;18622.25;14585.13;15550.39;16937.02;24261.61;6032.17;6699.52;12944.49;12042.89;7061.43;11452.86;21005.02;10430.34;21117.78;7168.33;17677.27;15404.58;7494.87;3686.71;7373.13;9419.8;6791.57;17424.98;13806.25;3913.81;19584.5;6664.19;10778.12;4314.67;24734.56;11318.84;7083.0;18941.94;14220.12;11857.16;3957.97;8461.45;13013.24;6120.73;11606.35;23029.8;8059.85;7352.66;21443.17;10677.65;14302.51;17549.96;35155.12;24254.47;13219.44;23904.72;25171.89;18178.37;
4741.56;2721.96;8898.61;7080.66;11490.19;4601.54;13975.67;4130.68;11460.41;2854.1;4845.41;4331.7;2762.21;6196.55;5422.16;7587.71;2875.6;6905.44;10554.0;9505.06;14181.72;6376.31;3395.95;2922.31;9436.99;11158.04;3011.57;11279.7;17670.74;5492.31;18923.09;3988.42;10650.54;10601.08;5410.04;7852.41;11315.16;3711.97;2615.52;10439.55;8914.2;5713.16;9270.53;11157.92;10401.81;8184.18;18659.36;10667.98;7265.77;31641.51;11082.76;12330.79;4219.04;10394.55;5872.67;3909.84;5090.92;16576.37;7402.63;8188.74;6182.19;12497.77;5506.99;10636.22;32870.1;6888.45;5205.76;7505.02;7254.86;16701.21;
1981.64;5455.27;9803.21;4316.23;5104.42;2964.11;19844.04;6208.27;8663.84;2148.93;2727.65;3125.33;3097.72;8245.93;6991.13;2385.74;2121.37;5189.69;6104.75;4067.72;5946.74;4201.23;3534.81;2300.54;5777.94;10579.56;2376.18;5012.74;8125.86;2880.52;9106.72;3680.88;14625.32;11178.61;7268.56;5022.65;4650.65;10285.81;2233.95;9711.94;4989.54;4751.0;17412.71;10773.31;7238.14;5452.96;13334.03;15240.5;10236.14;15270.64;7043.18;8286.24;1362.57;9345.34;3599.56;2745.2;3062.55;7059.92;8921.82;5027.88;10444.86;7039.24;4047.4;8317.27;12496.92;5470.9;3903.99;5905.19;8104.75;15894.38;
3889.74;2906.61;9737.34;4582.36;7840.34;3721.57;9954.86;6256.81;4270.45;1958.84;5812.62;1191.06;8487.39;6313.31;4748.25;2643.13;5429.97;6183.33;3458.99;4821.5;9353.28;3348.15;7652.84;4254.09;4287.7;5414.3;2215.12;4764.95;4458.33;4798.6;3228.81;3112.96;10019.31;7255.71;3902.47;9041.7;4818.14;20339.02;4237.83;10099.64;7613.84;5764.98;11864.68;9853.51;4343.57;3167.67;7237.08;12872.35;4124.29;9801.36;6371.27;3370.05;2089.01;9531.29;4013.94;9392.29;16271.68;3365.11;5628.53;5495.34;4227.18;23849.56;11940.58;9572.06;14947.85;5240.77;4986.01;12391.44;6929.76;7267.16;
8592.89;2243.54;3607.14;4208.33;12965.38;4460.79;6994.78;11413.73;9626.23;3280.36;3183.09;2739.74;19658.94;8710.72;7783.83;1489.51;5071.04;11800.58;3244.89;6467.58;6201.19;4486.73;7920.59;7714.57;3116.73;7341.71;4117.0;4511.98;5228.71;11126.33;4416.24;3914.75;20010.67;8689.98;3038.66;9701.47;4193.99;10970.24;11188.57;9863.41;8544.27;5549.06;6919.59;11550.41;3072.28;2077.58;5319.47;10950.27;5899.9;10590.08;5923.66;8536.2;4534.15;9064.68;5212.8;14114.68;10062.84;3506.74;6973.22;8926.43;13081.07;12410.23;16289.61;21659.93;23332.84;8070.35;6593.43;19967.78;5660.73;8575.44;
5408.01;3765.85;2976.5;7555.76;4249.08;8754.54;3969.89;6789.12;7586.95;2450.05;6301.9;3274.73;13138.68;6248.88;6646.02;3404.32;7908.38;10979.68;2121.08;3794.72;7498.76;4295.17;3165.52;4330.44;8391.07;4366.71;3486.63;15394.58;6225.51;10250.18;3381.24;3855.18;12556.04;10241.0;2211.41;7099.04;4067.02;11181.62;8389.38;6443.91;9291.49;5032.68;7600.45;8418.98;3678.04;2936.48;9208.4;4070.8;4256.74;17422.63;5565.09;5761.83;4323.02;3218.48;4013.8;7248.39;6406.7;2461.83;7831.38;8216.18;7380.65;7016.91;12489.31;8596.68;18151.01;5537.93;7791.45;10520.19;4456.41;7808.91;
